"Código CNAE";"Descrição CNAE";"Cód. Subitem LC 116";"Descrição Subitem";
"6611801";"Bolsa de valores";"15.13";"15.13 - Serviços relacionados a operações de câmbio em geral, edição, alteração, prorrogação, cancelamento e baixa de contrato de câmbio; emissão de registro de exportação ou de crédito; cobrança ou depósito no exterior; emissão, fornecimento e cancelamento de cheques de viagem; fornecimento, transferência, cancelamento e demais serviços relativos a carta de crédito de importação, exportação e garantias recebidas; envio e recebimento de mensagens em geral relacionadas a operações de câmbio.";
"6611801";"Bolsa de valores";"15.14";"15.14 - Fornecimento, emissão, reemissão, renovação e manutenção de cartão magnético, cartão de crédito, cartão de débito, cartão salário e congêneres.";
"6611801";"Bolsa de valores";"15.15";"15.15 - Compensação de cheques e títulos quaisquer; serviços relacionados a depósito, inclusive depósito identificado, a saque de contas quaisquer, por qualquer meio ou processo, inclusive em terminais eletrônicos e de atendimento.";
"6611801";"Bolsa de valores";"15.16";"15.16 - Emissão, reemissão, liquidação, alteração, cancelamento e baixa de ordens de pagamento, ordens de crédito e similares, por qualquer meio ou processo; serviços relacionados à transferência de valores, dados, fundos, pagamentos e similares, inclusive entre contas em geral.";
"6611801";"Bolsa de valores";"15.17";"15.17 - Emissão, fornecimento, devolução, sustação, cancelamento e oposição de cheques quaisquer, avulso ou por talão.";
"6611801";"Bolsa de valores";"15.18";"15.18 - Serviços relacionados a crédito imobiliário, avaliação e vistoria de imóvel ou obra, análise técnica e jurídica, emissão, reemissão, alteração, transferência e renegociação de contrato, emissão e reemissão do termo de quitação e demais serviços relacionados a crédito imobiliário.";
"6611801";"Bolsa de valores";"17.12";"17.12 - Administração em geral, inclusive de bens e negócios de terceiros.";
"6611801";"Bolsa de valores";"17.20";"17.20 - Consultoria e assessoria econômica ou financeira.";
"6611801";"Bolsa de valores";"17.22";"17.22 - Cobrança em geral.";
"6611801";"Bolsa de valores";"17.23";"17.23 - Assessoria, análise, avaliação, atendimento, consulta, cadastro, seleção, gerenciamento de informações, administração de contas a receber ou a pagar e em geral, relacionados a operações de faturização (factoring).";
"6611802";"Bolsa de mercadorias";"10.05";"10.05 - Agenciamento, corretagem ou intermediação de bens móveis ou imóveis, não abrangidos em outros itens ou subitens, inclusive aqueles realizados no âmbito de Bolsas de Mercadorias e Futuros, por quaisquer meios.";
"6611802";"Bolsa de mercadorias";"17.12";"17.12 - Administração em geral, inclusive de bens e negócios de terceiros.";
"6611803";"Bolsa de mercadorias e futuros";"10.02";"10.02 - Agenciamento, corretagem ou intermediação de títulos em geral, valores mobiliários e contratos quaisquer.";
"6611803";"Bolsa de mercadorias e futuros";"17.12";"17.12 - Administração em geral, inclusive de bens e negócios de terceiros.";
"6611804";"Administração de mercados de balcão organizados";"10.02";"10.02 - Agenciamento, corretagem ou intermediação de títulos em geral, valores mobiliários e contratos quaisquer.";
"6611804";"Administração de mercados de balcão organizados";"17.12";"17.12 - Administração em geral, inclusive de bens e negócios de terceiros.";
"6612601";"Corretoras de títulos e valores mobiliários";"10.02";"10.02 - Agenciamento, corretagem ou intermediação de títulos em geral, valores mobiliários e contratos quaisquer.";
"6612601";"Corretoras de títulos e valores mobiliários";"15.01";"15.01 - Administração de fundos quaisquer, de consórcio, de cartão de crédito ou débito e congêneres, de carteira de clientes, de cheques pré-datados e congêneres.";
"6612601";"Corretoras de títulos e valores mobiliários";"15.02";"15.02 - Abertura de contas em geral, inclusive conta-corrente, conta de investimentos e aplicação e caderneta de poupança, no País e no exterior, bem como a manutenção das referidas contas ativas e inativas.";
"6612601";"Corretoras de títulos e valores mobiliários";"15.03";"15.03 - Locação e manutenção de cofres particulares, de terminais eletrônicos, de terminais de atendimento e de bens e equipamentos em geral.";
"6612601";"Corretoras de títulos e valores mobiliários";"15.04";"15.04 - Fornecimento ou emissão de atestados em geral, inclusive atestado de idoneidade, atestado de capacidade financeira e congêneres.";
"6612601";"Corretoras de títulos e valores mobiliários";"15.05";"15.05 - Cadastro, elaboração de ficha cadastral, renovação cadastral e congêneres, inclusão ou exclusão no Cadastro de Emitentes de Cheques sem Fundos, CCF ou em quaisquer outros bancos cadastrais.";
"6612601";"Corretoras de títulos e valores mobiliários";"15.06";"15.06 - Emissão, reemissão e fornecimento de avisos, comprovantes e documentos em geral; abono de firmas; coleta e entrega de documentos, bens e valores; comunicação com outra agência ou com a administração central; licenciamento eletrônico de veículos; transferência de veículos; agenciamento fiduciário ou depositário; devolução de bens em custódia.";
"6612601";"Corretoras de títulos e valores mobiliários";"15.07";"15.07 - Acesso, movimentação, atendimento e consulta a contas em geral, por qualquer meio ou processo, inclusive por telefone, fac-símile, internet e telex, acesso a terminais de atendimento, inclusive vinte e quatro horas; acesso a outro banco e a rede compartilhada; fornecimento de saldo, extrato e demais informações relativas a contas em geral, por qualquer meio ou processo.";
"6612601";"Corretoras de títulos e valores mobiliários";"15.08";"15.08 - Emissão, reemissão, alteração, cessão, substituição, cancelamento e registro de contrato de crédito; estudo, análise e avaliação de operações de crédito; emissão, concessão, alteração ou contratação de aval, fiança, anuência e congêneres; serviços relativos a abertura de crédito, para quaisquer fins.";
"6612601";"Corretoras de títulos e valores mobiliários";"15.12";"15.12 - Custódia em geral, inclusive de títulos e valores mobiliários.";
"6612601";"Corretoras de títulos e valores mobiliários";"15.13";"15.13 - Serviços relacionados a operações de câmbio em geral, edição, alteração, prorrogação, cancelamento e baixa de contrato de câmbio; emissão de registro de exportação ou de crédito; cobrança ou depósito no exterior; emissão, fornecimento e cancelamento de cheques de viagem; fornecimento, transferência, cancelamento e demais serviços relativos a carta de crédito de importação, exportação e garantias recebidas; envio e recebimento de mensagens em geral relacionadas a operações de câmbio.";
"6612601";"Corretoras de títulos e valores mobiliários";"15.14";"15.14 - Fornecimento, emissão, reemissão, renovação e manutenção de cartão magnético, cartão de crédito, cartão de débito, cartão salário e congêneres.";
"6612601";"Corretoras de títulos e valores mobiliários";"15.15";"15.15 - Compensação de cheques e títulos quaisquer; serviços relacionados a depósito, inclusive depósito identificado, a saque de contas quaisquer, por qualquer meio ou processo, inclusive em terminais eletrônicos e de atendimento.";
"6612601";"Corretoras de títulos e valores mobiliários";"15.16";"15.16 - Emissão, reemissão, liquidação, alteração, cancelamento e baixa de ordens de pagamento, ordens de crédito e similares, por qualquer meio ou processo; serviços relacionados à transferência de valores, dados, fundos, pagamentos e similares, inclusive entre contas em geral.";
"6612601";"Corretoras de títulos e valores mobiliários";"15.17";"15.17 - Emissão, fornecimento, devolução, sustação, cancelamento e oposição de cheques quaisquer, avulso ou por talão.";
"6612601";"Corretoras de títulos e valores mobiliários";"15.18";"15.18 - Serviços relacionados a crédito imobiliário, avaliação e vistoria de imóvel ou obra, análise técnica e jurídica, emissão, reemissão, alteração, transferência e renegociação de contrato, emissão e reemissão do termo de quitação e demais serviços relacionados a crédito imobiliário.";
"6612601";"Corretoras de títulos e valores mobiliários";"17.20";"17.20 - Consultoria e assessoria econômica ou financeira.";
"6612601";"Corretoras de títulos e valores mobiliários";"17.23";"17.23 - Assessoria, análise, avaliação, atendimento, consulta, cadastro, seleção, gerenciamento de informações, administração de contas a receber ou a pagar e em geral, relacionados a operações de faturização (factoring).";
"6612602";"Distribuidoras de títulos e valores mobiliários";"10.02";"10.02 - Agenciamento, corretagem ou intermediação de títulos em geral, valores mobiliários e contratos quaisquer.";
"6612602";"Distribuidoras de títulos e valores mobiliários";"15.01";"15.01 - Administração de fundos quaisquer, de consórcio, de cartão de crédito ou débito e congêneres, de carteira de clientes, de cheques pré-datados e congêneres.";
"6612602";"Distribuidoras de títulos e valores mobiliários";"15.02";"15.02 - Abertura de contas em geral, inclusive conta-corrente, conta de investimentos e aplicação e caderneta de poupança, no País e no exterior, bem como a manutenção das referidas contas ativas e inativas.";
"6612602";"Distribuidoras de títulos e valores mobiliários";"15.04";"15.04 - Fornecimento ou emissão de atestados em geral, inclusive atestado de idoneidade, atestado de capacidade financeira e congêneres.";
"6612602";"Distribuidoras de títulos e valores mobiliários";"15.05";"15.05 - Cadastro, elaboração de ficha cadastral, renovação cadastral e congêneres, inclusão ou exclusão no Cadastro de Emitentes de Cheques sem Fundos, CCF ou em quaisquer outros bancos cadastrais.";
